,age,gender,split,final
3238,40,W,01:40:20,03:25:07
3239,44,M,01:33:17,03:25:08
3240,60,M,01:39:26,03:25:08
3241,41,M,01:38:24,03:25:08
3242,26,W,01:37:38,03:25:08
3243,46,M,01:32:32,03:25:09
3244,38,M,01:42:08,03:25:09
3245,47,M,01:36:27,03:25:10
3246,34,M,01:30:12,03:25:10
3247,25,W,01:38:08,03:25:10
3248,22,M,01:35:09,03:25:10
3249,32,W,01:32:18,03:25:12
3250,44,W,01:37:55,03:25:12
3251,33,W,01:39:39,03:25:13
3252,38,M,01:33:35,03:25:14
3253,44,M,01:38:56,03:25:14
3254,34,W,01:38:22,03:25:14
3255,41,W,01:40:22,03:25:15
3256,42,M,01:40:44,03:25:15
3257,51,M,01:43:53,03:25:15
3258,37,M,01:33:29,03:25:15
3259,53,M,01:34:42,03:25:16
3260,39,M,01:37:41,03:25:16
3261,32,M,01:26:02,03:25:16
3262,22,M,01:39:35,03:25:16
3263,57,M,01:41:26,03:25:16
3264,36,M,01:39:31,03:25:17
3265,48,M,01:40:11,03:25:17
3266,45,M,01:30:33,03:25:17
3267,38,M,01:40:31,03:25:17
3268,29,M,01:36:51,03:25:18
3269,26,M,01:37:25,03:25:18
3270,60,M,01:34:33,03:25:18
3271,41,M,01:37:29,03:25:19
3272,42,W,01:34:46,03:25:19
3273,32,M,01:41:36,03:25:19
3274,46,M,01:31:24,03:25:19
3275,30,M,01:29:51,03:25:20
3276,45,M,01:29:14,03:25:20
3277,39,M,01:28:49,03:25:20
3278,42,M,01:35:50,03:25:21
3279,48,M,01:39:18,03:25:21
3280,51,W,01:39:43,03:25:22
3281,33,M,01:40:57,03:25:22
3282,40,M,01:35:04,03:25:22
3283,42,M,01:41:24,03:25:23
3284,37,M,01:38:43,03:25:24
3285,32,M,01:33:34,03:25:24
3286,59,M,01:35:39,03:25:24
3287,42,M,01:38:31,03:25:24
3288,36,M,01:38:45,03:25:24
3289,32,M,01:37:41,03:25:25
3290,31,M,01:32:09,03:25:25
3291,33,M,01:31:06,03:25:25
3292,67,M,01:34:49,03:25:26
3293,47,M,01:38:11,03:25:26
3294,37,M,01:32:56,03:25:26
3295,44,M,01:37:40,03:25:26
3296,40,M,01:35:51,03:25:27
3297,30,M,01:39:57,03:25:27
3298,33,M,01:40:30,03:25:28
3299,45,M,01:37:36,03:25:28
3300,34,M,01:43:22,03:25:28
3301,36,M,01:33:04,03:25:28
3302,38,M,01:37:07,03:25:28
3303,38,M,01:42:00,03:25:28
3304,27,M,01:40:22,03:25:29
3305,38,W,01:39:16,03:25:29
3306,39,M,01:41:36,03:25:29
3307,44,M,01:37:06,03:25:29
3308,32,M,01:40:11,03:25:30
3309,36,M,01:37:46,03:25:30
3310,36,M,01:40:23,03:25:30
3311,46,M,01:40:14,03:25:32
3312,41,M,01:32:54,03:25:32
3313,50,M,01:35:27,03:25:32
3314,41,M,01:34:12,03:25:33
3315,34,M,01:31:49,03:25:34
3316,37,M,01:38:54,03:25:34
3317,40,W,01:38:14,03:25:34
3318,43,M,01:36:19,03:25:34
3319,24,M,01:35:49,03:25:34
3320,38,M,01:40:10,03:25:35
3321,28,M,01:39:08,03:25:35
3322,34,M,01:27:22,03:25:36
3323,53,M,01:34:27,03:25:36
3324,38,M,01:38:44,03:25:37
3325,29,M,01:35:08,03:25:38
3326,55,M,01:35:07,03:25:38
3327,50,M,01:37:39,03:25:39
3328,46,M,01:31:56,03:25:39
3329,27,W,01:38:39,03:25:39
3330,53,M,01:38:25,03:25:40
3331,33,M,01:38:30,03:25:40
3332,35,M,01:30:55,03:25:40
3333,53,M,01:38:34,03:25:41
3334,45,W,01:39:21,03:25:42
3335,46,M,01:38:05,03:25:42
3336,37,W,01:40:38,03:25:42
3337,48,W,01:39:32,03:25:43
3338,39,W,01:40:26,03:25:43
3339,22,M,01:33:06,03:25:43
3340,30,M,01:35:14,03:25:43
3341,39,M,01:39:48,03:25:43
3342,39,W,01:39:01,03:25:44
3343,28,W,01:36:31,03:25:45
3344,54,W,01:41:19,03:25:45
3345,61,M,01:38:31,03:25:45
3346,30,W,01:38:00,03:25:45
3347,33,M,01:38:12,03:25:45
3348,29,M,01:31:44,03:25:46
3349,42,M,01:34:51,03:25:46
3350,48,M,01:35:07,03:25:46
3351,24,W,01:40:25,03:25:46
3352,35,M,01:35:21,03:25:46
3353,33,W,01:40:09,03:25:47
3354,42,M,01:35:39,03:25:47
3355,23,M,01:36:42,03:25:48
3356,35,W,01:37:16,03:25:48
3357,37,M,01:41:00,03:25:49
3358,65,M,01:39:33,03:25:49
3359,37,M,01:39:47,03:25:51
3360,37,M,01:36:24,03:25:52
3361,52,M,01:34:16,03:25:52
3362,27,W,01:35:28,03:25:52
3363,37,M,01:35:35,03:25:53
3364,44,M,01:37:56,03:25:54
3365,46,M,01:39:01,03:25:54
3366,24,W,01:29:22,03:25:55
3367,36,W,01:36:11,03:25:55
3368,32,M,01:41:55,03:25:55
3369,48,M,01:42:02,03:25:56
3370,36,M,01:33:00,03:25:57
3371,28,W,01:36:04,03:25:58
3372,34,M,01:38:59,03:25:58
3373,42,M,01:35:13,03:25:58
3374,32,M,01:34:56,03:25:58
3375,33,M,01:39:39,03:25:59
3376,61,W,01:36:55,03:25:59
3377,34,W,01:37:51,03:25:59
3378,54,M,01:30:32,03:25:59
3379,25,M,01:36:54,03:25:59
3380,37,M,01:34:29,03:25:59
3381,52,M,01:37:30,03:26:00
3382,45,M,01:41:03,03:26:01
3383,40,M,01:37:26,03:26:01
3384,33,M,01:33:12,03:26:02
3385,60,M,01:35:21,03:26:02
3386,61,M,01:34:05,03:26:02
3387,36,M,01:39:03,03:26:02
3388,48,M,01:28:48,03:26:02
3389,39,M,01:38:36,03:26:02
3390,26,M,01:24:17,03:26:02
3391,39,M,01:36:49,03:26:03
3392,53,M,01:35:28,03:26:03
3393,42,W,01:38:53,03:26:03
3394,44,W,01:33:06,03:26:03
3395,39,M,01:29:51,03:26:03
3396,26,W,01:40:23,03:26:05
3397,50,M,01:37:36,03:26:06
3398,39,M,01:41:16,03:26:07
3399,45,M,01:35:53,03:26:07
3400,39,W,01:42:18,03:26:07
3401,28,M,01:35:57,03:26:08
3402,50,M,01:39:12,03:26:08
3403,30,M,01:41:30,03:26:08
3404,30,M,01:38:08,03:26:09
3405,48,W,01:40:33,03:26:09
3406,44,M,01:38:27,03:26:09
3407,61,M,01:35:03,03:26:10
3408,31,M,01:41:57,03:26:10
3409,38,M,01:32:50,03:26:10
3410,49,M,01:37:03,03:26:10
3411,41,M,01:35:29,03:26:10
3412,39,M,01:37:52,03:26:10
3413,23,M,01:34:11,03:26:11
3414,51,M,01:36:43,03:26:11
3415,47,W,01:40:30,03:26:11
3416,42,M,01:35:14,03:26:11
3417,43,M,01:37:14,03:26:11
3418,27,M,01:33:43,03:26:11
3419,48,M,01:36:49,03:26:12
3420,37,M,01:28:02,03:26:12
3421,34,M,01:41:19,03:26:13
3422,46,M,01:44:31,03:26:13
3423,51,M,01:39:02,03:26:13
3424,40,M,01:35:21,03:26:13
3425,36,M,01:37:49,03:26:13
3426,35,M,01:33:50,03:26:13
3427,45,W,01:40:19,03:26:14
3428,41,W,01:39:41,03:26:14
3429,34,M,01:38:06,03:26:14
3430,39,W,01:40:10,03:26:15
3431,59,M,01:34:55,03:26:15
3432,43,M,01:31:31,03:26:15
3433,40,M,01:40:24,03:26:15
3434,28,M,01:34:54,03:26:15
3435,47,M,01:41:23,03:26:15
3436,38,M,01:27:00,03:26:15
3437,38,M,01:41:18,03:26:15
3438,45,M,01:32:18,03:26:17
3439,57,M,01:41:47,03:26:18
3440,30,W,01:44:19,03:26:19
3441,48,M,01:39:08,03:26:20
3442,45,M,01:41:52,03:26:20
3443,46,M,01:39:57,03:26:20
3444,23,W,01:36:16,03:26:21
3445,46,M,01:38:14,03:26:21
3446,33,M,01:39:48,03:26:22
3447,45,W,01:40:08,03:26:22
3448,45,M,01:27:25,03:26:22
3449,37,M,01:35:57,03:26:23
3450,48,W,01:37:18,03:26:23
3451,40,M,01:36:52,03:26:24
3452,48,M,01:30:54,03:26:24
3453,52,M,01:38:20,03:26:24
3454,56,M,01:31:59,03:26:26
3455,45,M,01:42:34,03:26:27
3456,46,M,01:37:28,03:26:27
3457,36,M,01:32:27,03:26:27
3458,40,W,01:40:11,03:26:28
3459,47,M,01:44:17,03:26:28
3460,47,M,01:36:01,03:26:28
3461,33,W,01:37:31,03:26:29
3462,46,W,01:39:34,03:26:30
3463,38,M,01:37:28,03:26:30
3464,28,M,01:41:30,03:26:31
3465,36,W,01:42:59,03:26:31
3466,58,M,01:40:32,03:26:31
3467,40,M,01:37:23,03:26:31
3468,53,M,01:35:54,03:26:33
3469,40,W,01:41:34,03:26:34
3470,52,M,01:37:31,03:26:35
3471,35,W,01:39:02,03:26:35
3472,35,M,01:26:38,03:26:35
3473,60,M,01:37:56,03:26:36
3474,33,M,01:44:45,03:26:37
3475,39,M,01:36:08,03:26:37
3476,39,M,01:35:40,03:26:39
3477,28,M,01:37:20,03:26:39
3478,32,M,01:26:05,03:26:39
3479,33,M,01:41:01,03:26:40
3480,30,M,01:25:55,03:26:41
3481,40,W,01:35:17,03:26:41
3482,33,M,01:37:26,03:26:42
3483,60,M,01:34:24,03:26:42
3484,46,M,01:41:21,03:26:42
3485,42,M,01:36:32,03:26:43
3486,28,M,01:43:37,03:26:43
3487,28,M,01:33:22,03:26:43
3488,52,M,01:37:07,03:26:43
3489,27,W,01:42:13,03:26:45
3490,50,M,01:37:10,03:26:45
3491,42,M,01:42:31,03:26:45
3492,43,M,01:39:26,03:26:45
3493,25,W,01:37:25,03:26:45
3494,35,M,01:37:35,03:26:45
3495,38,M,01:34:39,03:26:45
3496,45,M,01:37:31,03:26:46
3497,30,M,01:38:29,03:26:46
3498,51,M,01:38:18,03:26:46
3499,39,M,01:42:18,03:26:46
3500,36,W,01:41:38,03:26:46
3501,50,M,01:28:35,03:26:46
3502,40,M,01:38:42,03:26:47
3503,51,M,01:40:17,03:26:48
3504,33,M,01:39:26,03:26:48
3505,38,M,01:34:02,03:26:48
3506,53,M,01:38:34,03:26:49
3507,37,M,01:39:51,03:26:49
3508,48,M,01:41:07,03:26:50
3509,43,W,01:39:54,03:26:51
3510,39,M,01:41:01,03:26:51
3511,46,M,01:34:30,03:26:51
3512,41,M,01:40:39,03:26:52
3513,24,M,01:40:23,03:26:52
3514,31,W,01:36:26,03:26:52
3515,37,W,01:36:13,03:26:52
3516,24,M,01:35:18,03:26:53
3517,39,M,01:39:53,03:26:53
3518,38,M,01:39:50,03:26:54
3519,53,M,01:35:55,03:26:54
3520,41,M,01:37:31,03:26:54
3521,32,M,01:37:32,03:26:54
3522,39,M,01:31:08,03:26:55
3523,49,M,01:37:03,03:26:56
3524,51,M,01:39:53,03:26:57
3525,38,M,01:38:48,03:26:57
3526,34,W,01:40:50,03:26:57
3527,38,M,01:42:37,03:26:57
3528,38,M,01:41:06,03:26:57
3529,27,M,01:38:18,03:26:58
3530,39,M,01:34:20,03:26:59
3531,26,W,01:37:32,03:26:59
3532,23,W,01:38:43,03:27:00
3533,37,M,01:40:19,03:27:00
3534,34,M,01:30:09,03:27:00
3535,38,M,01:28:43,03:27:01
3536,38,M,01:37:31,03:27:01
3537,37,M,01:42:13,03:27:01
3538,38,M,01:42:13,03:27:02
3539,43,M,01:35:14,03:27:02
3540,41,M,01:41:41,03:27:02
3541,30,W,01:42:46,03:27:02
3542,59,M,01:40:11,03:27:03
3543,44,M,01:34:38,03:27:04
3544,42,M,01:41:29,03:27:04
3545,26,M,01:38:58,03:27:04
3546,54,M,01:39:52,03:27:07
3547,42,M,01:37:36,03:27:07
3548,35,M,01:40:41,03:27:08
3549,34,M,01:33:05,03:27:11
3550,41,M,01:39:16,03:27:11
3551,35,M,01:43:14,03:27:11
3552,33,M,01:31:13,03:27:11
3553,44,W,01:38:15,03:27:11
3554,53,M,01:37:24,03:27:12
3555,40,M,01:37:45,03:27:13
3556,49,W,01:40:33,03:27:13
3557,41,M,01:32:50,03:27:13
3558,55,M,01:39:15,03:27:13
3559,42,W,01:40:33,03:27:14
3560,50,M,01:36:33,03:27:14
3561,51,M,01:41:33,03:27:14
3562,44,M,01:40:03,03:27:14
3563,41,W,01:42:05,03:27:16
3564,32,M,01:42:01,03:27:16
3565,47,M,01:39:38,03:27:16
3566,51,W,01:38:17,03:27:17
3567,34,M,01:40:02,03:27:18
3568,30,M,01:30:27,03:27:20
3569,31,W,01:41:35,03:27:21
3570,39,M,01:38:31,03:27:22
3571,37,M,01:38:15,03:27:22
3572,46,M,01:36:29,03:27:23
3573,37,M,01:42:14,03:27:23
3574,51,M,01:33:31,03:27:23
3575,27,M,01:36:49,03:27:23
3576,44,M,01:43:35,03:27:24
3577,44,M,01:39:44,03:27:24
3578,56,M,01:36:26,03:27:25
3579,36,M,01:35:47,03:27:26
3580,29,W,01:40:57,03:27:26
3581,43,M,01:40:00,03:27:26
3582,55,M,01:37:14,03:27:26
3583,43,M,01:38:47,03:27:27
3584,50,M,01:41:51,03:27:28
3585,48,M,01:37:25,03:27:28
3586,43,M,01:34:50,03:27:28
3587,32,M,01:35:01,03:27:28
3588,32,M,01:34:06,03:27:29
3589,42,M,01:33:04,03:27:29
3590,27,W,01:43:25,03:27:29
3591,33,M,01:39:24,03:27:30
3592,28,M,01:40:53,03:27:31
3593,42,M,01:33:43,03:27:31
3594,33,M,01:40:50,03:27:31
3595,19,W,01:40:34,03:27:31
3596,48,M,01:39:17,03:27:32
3597,39,M,01:40:37,03:27:32
3598,36,M,01:35:53,03:27:33
3599,47,M,01:39:42,03:27:33
3600,45,M,01:39:20,03:27:33
3601,41,M,01:43:41,03:27:34
3602,46,M,01:35:44,03:27:34
3603,47,M,01:39:48,03:27:34
3604,42,W,01:36:34,03:27:34
3605,54,M,01:38:45,03:27:35
3606,51,M,01:40:46,03:27:35
3607,37,M,01:29:29,03:27:35
3608,43,M,01:41:05,03:27:35
3609,39,M,01:40:30,03:27:35
3610,38,M,01:37:04,03:27:36
3611,28,M,01:39:05,03:27:37
3612,44,W,01:40:18,03:27:38
3613,25,M,01:37:02,03:27:38
3614,28,M,01:37:52,03:27:38
3615,28,W,01:27:19,03:27:39
3616,62,M,01:39:21,03:27:40
3617,48,M,01:40:35,03:27:41
3618,43,M,01:41:28,03:27:42
3619,42,W,01:40:06,03:27:42
3620,52,M,01:40:47,03:27:42
3621,41,M,01:37:55,03:27:42
3622,59,M,01:41:19,03:27:42
3623,39,M,01:32:29,03:27:43
3624,38,M,01:35:28,03:27:43
3625,44,W,01:41:37,03:27:44
3626,52,M,01:38:46,03:27:45
3627,43,M,01:37:50,03:27:45
3628,36,M,01:35:17,03:27:45
3629,50,M,01:41:26,03:27:46
3630,47,M,01:40:11,03:27:46
3631,37,M,01:39:31,03:27:46
3632,28,W,01:41:44,03:27:46
3633,47,M,01:41:10,03:27:46
3634,32,M,01:42:00,03:27:47
3635,44,M,01:25:29,03:27:47
3636,29,M,01:35:21,03:27:48
3637,37,M,01:40:35,03:27:49
3638,28,W,01:35:23,03:27:49
3639,30,W,01:33:03,03:27:49
3640,26,M,01:36:31,03:27:49
3641,31,M,01:37:17,03:27:49
3642,54,M,01:32:22,03:27:50
3643,41,W,01:38:27,03:27:50
3644,25,W,01:41:06,03:27:50
3645,29,W,01:38:22,03:27:51
3646,40,M,01:41:16,03:27:51
3647,33,W,01:38:29,03:27:52
3648,40,M,01:39:29,03:27:52
3649,31,M,01:36:39,03:27:52
3650,57,M,01:35:32,03:27:53
3651,42,W,01:40:26,03:27:53
3652,26,W,01:41:03,03:27:53
3653,35,M,01:41:03,03:27:54
3654,26,M,01:36:43,03:27:55
3655,40,M,01:34:24,03:27:55
3656,27,M,01:41:22,03:27:56
3657,35,M,01:31:45,03:27:56
3658,49,M,01:39:00,03:27:56
3659,29,M,01:45:40,03:27:57
3660,51,M,01:35:00,03:27:57
3661,50,M,01:41:09,03:27:57
3662,36,M,01:39:04,03:27:58
3663,51,M,01:36:14,03:27:58
3664,23,W,01:43:17,03:27:59
3665,37,M,01:42:05,03:27:59
3666,36,M,01:38:25,03:27:59
3667,27,W,01:42:48,03:28:00
3668,42,M,01:37:29,03:28:00
3669,33,M,01:41:10,03:28:00
3670,42,M,01:40:48,03:28:00
3671,43,M,01:40:06,03:28:00
3672,50,M,01:41:59,03:28:01
3673,40,W,01:40:13,03:28:02
3674,35,M,01:42:51,03:28:02
3675,31,W,01:43:11,03:28:02
3676,50,M,01:40:48,03:28:02
3677,37,M,01:38:46,03:28:02
3678,40,M,01:40:21,03:28:02
3679,39,M,01:39:22,03:28:02
3680,36,M,01:37:13,03:28:02
3681,49,W,01:41:41,03:28:02
3682,58,M,01:31:47,03:28:02
3683,44,M,01:39:49,03:28:03
3684,38,M,01:39:26,03:28:05
3685,37,M,01:37:13,03:28:06
3686,49,M,01:40:58,03:28:06
3687,49,W,01:40:39,03:28:06
3688,61,M,01:35:44,03:28:07
3689,39,M,01:30:07,03:28:07
3690,44,M,01:44:52,03:28:07
3691,49,M,01:32:19,03:28:07
3692,37,M,01:40:19,03:28:09
3693,45,M,01:38:01,03:28:10
3694,48,W,01:42:01,03:28:10
3695,33,M,01:38:40,03:28:10
3696,55,M,01:42:06,03:28:10
3697,40,M,01:29:24,03:28:10
3698,63,M,01:37:29,03:28:11
3699,38,M,01:34:50,03:28:11
3700,53,M,01:41:12,03:28:11
3701,48,M,01:40:38,03:28:12
3702,61,M,01:39:07,03:28:12
3703,39,M,01:44:29,03:28:12
3704,39,M,01:33:24,03:28:12
3705,36,M,01:38:06,03:28:12
3706,43,M,01:39:04,03:28:14
3707,44,M,01:41:17,03:28:14
3708,38,W,01:40:22,03:28:14
3709,32,M,01:39:14,03:28:14
3710,40,M,01:29:55,03:28:15
3711,43,M,01:36:54,03:28:15
3712,57,M,01:36:00,03:28:15
3713,31,M,01:42:11,03:28:16
3714,48,M,01:39:20,03:28:16
3715,29,M,01:33:34,03:28:16
3716,26,M,01:39:01,03:28:16
3717,51,M,01:40:21,03:28:16
3718,49,M,01:42:20,03:28:17
3719,37,M,01:37:50,03:28:17
3720,42,W,01:41:25,03:28:17
3721,44,M,01:40:20,03:28:17
3722,43,M,01:35:09,03:28:18
3723,40,M,01:42:48,03:28:18
3724,33,W,01:35:57,03:28:19
3725,31,W,01:41:19,03:28:19
3726,35,M,01:32:11,03:28:20
3727,56,M,01:38:28,03:28:20
3728,39,M,01:40:12,03:28:20
3729,27,M,01:30:56,03:28:21
3730,52,M,01:36:16,03:28:21
3731,43,M,01:40:53,03:28:21
3732,38,M,01:38:25,03:28:22
3733,39,M,01:33:44,03:28:22
3734,31,W,01:38:53,03:28:23
3735,56,M,01:37:48,03:28:23
3736,38,W,01:43:48,03:28:23
3737,43,M,01:34:17,03:28:23
3738,56,M,01:39:57,03:28:24
3739,44,M,01:35:27,03:28:24
3740,47,M,01:39:24,03:28:25
3741,52,M,01:30:15,03:28:25
3742,48,M,01:31:26,03:28:25
3743,32,M,01:39:56,03:28:25
3744,47,M,01:35:38,03:28:26
3745,30,W,01:38:51,03:28:26
3746,28,M,01:33:15,03:28:26
3747,45,M,01:41:05,03:28:26
3748,49,M,01:41:31,03:28:26
3749,39,M,01:39:00,03:28:26
3750,46,M,01:42:58,03:28:26
3751,42,M,01:40:45,03:28:27
3752,48,M,01:36:31,03:28:27
3753,41,W,01:36:26,03:28:27
3754,56,W,01:39:26,03:28:28
3755,43,M,01:41:04,03:28:28
3756,45,M,01:38:42,03:28:28
3757,34,M,01:42:10,03:28:29
3758,36,W,01:42:01,03:28:30
3759,42,M,01:37:45,03:28:30
3760,57,M,01:42:31,03:28:31
3761,34,M,01:37:54,03:28:31
3762,36,M,01:41:13,03:28:31
3763,31,W,01:39:21,03:28:32
3764,49,W,01:40:14,03:28:32
3765,50,M,01:32:48,03:28:33
3766,34,W,01:41:32,03:28:33
3767,30,M,01:29:35,03:28:33
3768,28,W,01:38:43,03:28:35
3769,27,W,01:32:44,03:28:35
3770,35,M,01:42:45,03:28:35
3771,36,W,01:39:37,03:28:35
3772,36,M,01:39:48,03:28:35
3773,41,W,01:42:13,03:28:35
3774,40,M,01:39:02,03:28:36
3775,29,M,01:42:05,03:28:36
3776,43,W,01:41:18,03:28:36
3777,45,M,01:31:53,03:28:36
3778,55,M,01:39:57,03:28:36
3779,35,M,01:40:20,03:28:37
3780,40,M,01:42:58,03:28:37
3781,42,M,01:36:50,03:28:37
3782,26,W,01:40:29,03:28:38
3783,28,W,01:38:53,03:28:38
3784,40,W,01:41:17,03:28:38
3785,37,W,01:34:45,03:28:38
3786,27,W,01:38:06,03:28:39
3787,34,M,01:38:31,03:28:39
3788,42,W,01:39:24,03:28:40
3789,50,M,01:42:07,03:28:40
3790,45,W,01:36:23,03:28:41
3791,49,M,01:34:11,03:28:41
3792,37,M,01:37:40,03:28:41
3793,41,M,01:35:38,03:28:42
3794,42,M,01:42:39,03:28:42
3795,31,M,01:39:16,03:28:43
3796,54,M,01:41:13,03:28:43
3797,57,M,01:38:20,03:28:43
3798,30,M,01:37:43,03:28:44
3799,45,W,01:40:34,03:28:44
3800,47,M,01:42:09,03:28:44
3801,48,M,01:42:28,03:28:45
3802,41,M,01:37:29,03:28:45
3803,33,M,01:38:46,03:28:46
3804,36,W,01:37:01,03:28:46
3805,39,M,01:40:42,03:28:46
3806,49,M,01:37:35,03:28:48
3807,26,W,01:42:43,03:28:48
3808,51,M,01:35:28,03:28:48
3809,43,M,01:40:35,03:28:48
3810,36,M,01:37:56,03:28:48
3811,54,M,01:34:41,03:28:49
3812,41,W,01:42:19,03:28:49
3813,37,M,01:40:55,03:28:49
3814,42,W,01:42:51,03:28:49
3815,31,M,01:43:33,03:28:49
3816,27,W,01:42:01,03:28:49
3817,47,M,01:35:48,03:28:50
3818,25,M,01:37:03,03:28:50
3819,43,M,01:30:40,03:28:50
3820,28,W,01:44:41,03:28:50
3821,31,M,01:32:04,03:28:50
3822,44,W,01:43:45,03:28:50
3823,31,M,01:39:30,03:28:51
3824,29,M,01:44:09,03:28:51
3825,29,M,01:43:31,03:28:51
3826,43,M,01:40:59,03:28:52
3827,35,M,01:39:30,03:28:52
3828,30,M,01:44:29,03:28:52
3829,39,M,01:42:00,03:28:52
3830,44,M,01:42:38,03:28:53
3831,56,M,01:39:24,03:28:54
3832,35,W,01:42:33,03:28:54
3833,39,M,01:40:53,03:28:54
3834,53,M,01:41:38,03:28:55
3835,42,M,01:42:39,03:28:55
3836,44,W,01:38:45,03:28:55
3837,54,M,01:37:13,03:28:56
3838,30,M,01:36:49,03:28:57
3839,45,W,01:41:31,03:28:57
3840,34,M,01:39:24,03:28:57
3841,43,M,01:40:08,03:28:58
3842,37,M,01:35:12,03:28:59
3843,36,W,01:39:36,03:28:59
3844,49,M,01:39:42,03:29:00
3845,32,M,01:40:44,03:29:00
3846,31,M,01:38:53,03:29:00
3847,45,M,01:39:38,03:29:00
3848,41,M,01:40:54,03:29:01
3849,49,M,01:42:10,03:29:01
3850,41,M,01:44:09,03:29:02
3851,54,W,01:41:15,03:29:04
3852,48,M,01:42:43,03:29:04
3853,56,M,01:40:14,03:29:04
3854,40,W,01:43:20,03:29:04
3855,28,W,01:43:30,03:29:05
3856,27,M,01:42:04,03:29:06
3857,40,M,01:37:31,03:29:06
3858,36,M,01:35:13,03:29:06
3859,49,M,01:36:21,03:29:06
3860,57,M,01:37:51,03:29:07
3861,48,W,01:40:01,03:29:07
3862,33,M,01:37:57,03:29:08
3863,43,M,01:34:13,03:29:08
3864,32,M,01:40:57,03:29:08
3865,40,M,01:35:40,03:29:09
3866,34,M,01:36:34,03:29:09
3867,27,W,01:40:30,03:29:09
3868,38,M,01:44:24,03:29:10
3869,50,M,01:40:47,03:29:10
3870,34,M,01:32:48,03:29:11
3871,34,M,01:36:38,03:29:11
3872,50,M,01:39:42,03:29:12
3873,42,M,01:41:04,03:29:12
3874,39,M,01:40:15,03:29:12
3875,44,M,01:37:53,03:29:13
3876,62,M,01:35:30,03:29:13
3877,28,M,01:29:28,03:29:14
3878,32,M,01:37:38,03:29:14
3879,53,M,01:33:56,03:29:15
3880,46,M,01:38:08,03:29:15
3881,38,M,01:41:18,03:29:15
3882,38,M,01:39:50,03:29:16
3883,45,M,01:38:46,03:29:16
3884,40,M,01:33:32,03:29:16
3885,31,W,01:42:37,03:29:16
3886,58,M,01:43:37,03:29:16
3887,39,M,01:27:44,03:29:17
3888,35,M,01:40:12,03:29:17
3889,49,W,01:41:58,03:29:17
3890,43,W,01:40:24,03:29:18
3891,40,M,01:34:13,03:29:18
3892,26,M,01:40:58,03:29:18
3893,42,M,01:37:33,03:29:18
3894,30,M,01:30:36,03:29:19
3895,46,M,01:42:32,03:29:20
3896,31,M,01:41:22,03:29:20
3897,55,M,01:31:45,03:29:21
3898,29,W,01:32:08,03:29:21
3899,48,M,01:34:52,03:29:21
3900,19,M,01:40:05,03:29:21
3901,37,W,01:39:46,03:29:22
3902,40,M,01:42:45,03:29:22
3903,38,M,01:36:57,03:29:23
3904,42,M,01:38:44,03:29:23
3905,47,M,01:43:14,03:29:23
3906,30,M,01:41:31,03:29:25
3907,32,W,01:43:20,03:29:25
3908,30,M,01:41:49,03:29:26
3909,35,M,01:39:21,03:29:26
3910,25,M,01:41:59,03:29:26
3911,53,M,01:40:55,03:29:27
3912,37,M,01:38:23,03:29:27
3913,37,M,01:35:04,03:29:27
3914,38,M,01:41:32,03:29:29
3915,32,M,01:37:34,03:29:29
3916,31,M,01:40:15,03:29:29
3917,41,M,01:40:04,03:29:30
3918,38,M,01:43:44,03:29:30
3919,28,M,01:38:51,03:29:31
3920,28,M,01:41:45,03:29:31
3921,33,M,01:38:43,03:29:31
3922,48,W,01:40:30,03:29:31
3923,33,M,01:41:14,03:29:33
3924,32,W,01:38:41,03:29:33
3925,32,W,01:40:29,03:29:33
3926,42,W,01:40:58,03:29:34
3927,51,M,01:38:00,03:29:34
3928,24,M,01:37:48,03:29:34
3929,44,M,01:43:28,03:29:34
3930,38,W,01:43:32,03:29:34
3931,24,M,01:41:36,03:29:34
3932,40,M,01:44:49,03:29:34
3933,37,M,01:43:06,03:29:35
3934,26,M,01:44:03,03:29:35
3935,24,W,01:39:55,03:29:35
3936,36,W,01:41:56,03:29:36
3937,28,W,01:42:28,03:29:36
3938,53,M,01:36:42,03:29:36
3939,58,M,01:41:29,03:29:37
3940,46,M,01:32:34,03:29:38
3941,24,W,01:35:28,03:29:39
3942,54,M,01:40:06,03:29:39
3943,53,M,01:41:26,03:29:39
3944,45,W,01:43:03,03:29:41
3945,34,M,01:37:57,03:29:41
3946,53,M,01:41:00,03:29:41
3947,35,M,01:43:37,03:29:42
3948,45,M,01:40:17,03:29:42
3949,53,M,01:33:44,03:29:42
3950,33,M,01:28:58,03:29:42
3951,61,M,01:32:14,03:29:43
3952,41,M,01:38:27,03:29:43
3953,37,M,01:42:32,03:29:43
3954,40,M,01:39:17,03:29:43
3955,48,M,01:41:33,03:29:44
3956,47,M,01:39:42,03:29:44
3957,40,W,01:40:12,03:29:44
3958,36,M,01:38:30,03:29:45
3959,33,W,01:37:15,03:29:45
3960,44,M,01:38:34,03:29:46
3961,38,M,01:35:38,03:29:46
3962,34,M,01:37:51,03:29:46
3963,46,W,01:38:20,03:29:46
3964,28,W,01:41:49,03:29:47
3965,42,M,01:43:05,03:29:47
3966,56,M,01:41:25,03:29:47
3967,43,M,01:38:15,03:29:48
3968,36,M,01:43:41,03:29:48
3969,30,M,01:41:48,03:29:49
3970,40,M,01:44:45,03:29:49
3971,42,M,01:40:26,03:29:50
3972,30,W,01:41:23,03:29:50
3973,37,M,01:37:29,03:29:50
